Date,Skillscore
21-Oct-17,0.252849266
28-Oct-17,0.250842059
4-Nov-17,0.216849588
11-Nov-17,0.231946607
18-Nov-17,0.2541548
25-Nov-17,0.2419628
2-Dec-17,0.251380212
9-Dec-17,0.177122648
16-Dec-17,0.162963012
23-Dec-17,0.19008145
30-Dec-17,0.179021068
6-Jan-18,0.237686756
13-Jan-18,0.332651471
20-Jan-18,0.603918853
27-Jan-18,0.609644834
3-Feb-18,0.598833086
10-Feb-18,0.694443099
17-Feb-18,0.694095372
24-Feb-18,0.782400353
3-Mar-18,0.805746088
10-Mar-18,0.811647509
17-Mar-18,0.809520157
24-Mar-18,0.818577965
31-Mar-18,0.813687572
7-Apr-18,0.821141577
14-Apr-18,0.829197252
21-Apr-18,0.826794888
28-Apr-18,0.821282552
