Date,Skillscore
21-Oct-17,0.276717723
28-Oct-17,0.29321588
4-Nov-17,0.289
11-Nov-17,0.289
18-Nov-17,0.289
25-Nov-17,0.237508238
2-Dec-17,0.289
9-Dec-17,0.293858
16-Dec-17,0.289
23-Dec-17,0.38443
30-Dec-17,0.784802785
6-Jan-18,0.635243635
13-Jan-18,0.610565611
20-Jan-18,0.436598563
27-Jan-18,0.14998885
3-Feb-18,0.223220777
10-Feb-18,0.292681
17-Feb-18,0.324528351
24-Feb-18,0.475548476
3-Mar-18,0.467943468
10-Mar-18,0.426155148
17-Mar-18,0.544175
24-Mar-18,0.602916
31-Mar-18,0.63544
7-Apr-18,0.678291
14-Apr-18,0.756321513
21-Apr-18,0.876980123
28-Apr-18,0.876980123
