Date,Skillscore
21-Oct-17,0.251036124
28-Oct-17,0.252120101
4-Nov-17,0.25153666
11-Nov-17,0.252372316
18-Nov-17,0.254384652
25-Nov-17,0.236807527
2-Dec-17,0.173436701
9-Dec-17,0.130972821
16-Dec-17,0.069834699
23-Dec-17,0.101187316
30-Dec-17,0.042309043
6-Jan-18,0.157333296
13-Jan-18,0.167705103
20-Jan-18,0.918967046
27-Jan-18,0.782507093
3-Feb-18,0.920166129
10-Feb-18,0.964298789
17-Feb-18,0.9598547
24-Feb-18,0.9630069
3-Mar-18,0.968350147
10-Mar-18,0.970732465
17-Mar-18,0.969600261
24-Mar-18,0.970766812
31-Mar-18,0.970276828
7-Apr-18,0.963543284
14-Apr-18,0.965316328
21-Apr-18,0.966390722
28-Apr-18,0.966951072
