Date,Skillscore
21-Oct-17,4.53999E-05
28-Oct-17,4.53999E-05
4-Nov-17,4.53999E-05
11-Nov-17,0.551536467
18-Nov-17,0.496489166
25-Nov-17,0.212739643
2-Dec-17,4.53999E-05
9-Dec-17,0.100518431
16-Dec-17,4.53999E-05
23-Dec-17,4.53999E-05
30-Dec-17,0.100518431
6-Jan-18,0.212739643
13-Jan-18,0.496489166
20-Jan-18,0.551536467
27-Jan-18,0.551536467
3-Feb-18,0.551536467
10-Feb-18,0.551536467
17-Feb-18,0.496489166
24-Feb-18,0.496489166
3-Mar-18,0.496489166
10-Mar-18,0.551536467
17-Mar-18,0.496489166
24-Mar-18,0.496489166
31-Mar-18,0.496489166
7-Apr-18,0.496489166
14-Apr-18,0.496489166
21-Apr-18,0.496489166
28-Apr-18,0.496489166
