Date,Skillscore
21-Oct-17,0.259221858
28-Oct-17,0.185243469
4-Nov-17,0.26899874
11-Nov-17,0.262365776
18-Nov-17,0.270430576
25-Nov-17,0.222960927
2-Dec-17,0.222269934
9-Dec-17,0.176248036
16-Dec-17,0.121242515
23-Dec-17,0.225788851
30-Dec-17,0.144055279
6-Jan-18,0.235965963
13-Jan-18,0.251553925
20-Jan-18,0.773158597
27-Jan-18,0.626077699
3-Feb-18,0.543576753
10-Feb-18,0.965604175
17-Feb-18,0.983748688
24-Feb-18,0.988419862
3-Mar-18,0.98987353
10-Mar-18,0.990628251
17-Mar-18,0.990631642
24-Mar-18,0.990894546
31-Mar-18,0.990889458
7-Apr-18,0.997024824
14-Apr-18,0.990273866
21-Apr-18,0.990404848
28-Apr-18,0.990528819
