Date,Skillscore
20-Oct-18,0.152860642
27-Oct-18,0.149446408
3-Nov-18,0.156852073
10-Nov-18,0.152036666
17-Nov-18,0.163724343
24-Nov-18,0.15534887
1-Dec-18,0.165217662
8-Dec-18,0.167375321
15-Dec-18,0.153780035
22-Dec-18,0.157151073
29-Dec-18,0.097476866
5-Jan-19,0.109886165
12-Jan-19,0.100747064
19-Jan-19,0.09064746
26-Jan-19,0.11736248
2-Feb-19,0.146117155
9-Feb-19,0.860466053
16-Feb-19,0.813595935
23-Feb-19,0.756661672
2-Mar-19,0.758391927
9-Mar-19,0.760109875
16-Mar-19,0.762076074
23-Mar-19,0.765377677
30-Mar-19,0.770728185
6-Apr-19,0.779105613
13-Apr-19,0.79180955
20-Apr-19,0.810529463
