Date,Skillscore
20-Oct-18,4.54E-05
27-Oct-18,4.54E-05
3-Nov-18,4.54E-05
10-Nov-18,4.54E-05
17-Nov-18,4.54E-05
24-Nov-18,0.15
1-Dec-18,0.15
8-Dec-18,0.115384615
15-Dec-18,0.045454545
22-Dec-18,4.54E-05
29-Dec-18,0.05
5-Jan-19,0.1
12-Jan-19,0.35
19-Jan-19,0.3
26-Jan-19,0.35
2-Feb-19,0.3
9-Feb-19,0.75
16-Feb-19,0.7
23-Feb-19,0.7
2-Mar-19,0.7
9-Mar-19,0.8
16-Mar-19,0.7
23-Mar-19,0.7
30-Mar-19,0.9
6-Apr-19,0.7
13-Apr-19,0.9
20-Apr-19,0.9
