Date,Skillscore
20-Oct-18,0.273182957
27-Oct-18,0.294710327
3-Nov-18,0.241813602
10-Nov-18,0.253132832
17-Nov-18,0.286075949
24-Nov-18,0.305
1-Dec-18,0.275252525
8-Dec-18,0.369346734
15-Dec-18,0.329923274
22-Dec-18,0.298245614
29-Dec-18,0.2425
5-Jan-19,0.313924051
12-Jan-19,0.381313131
19-Jan-19,0.368421053
26-Jan-19,0.439698492
2-Feb-19,0.475826972
9-Feb-19,0.631313131
16-Feb-19,0.622166247
23-Feb-19,0.449748744
2-Mar-19,0.609137056
9-Mar-19,0.586901763
16-Mar-19,0.67839196
23-Mar-19,0.71969697
30-Mar-19,0.883544304
6-Apr-19,0.876606684
13-Apr-19,0.939393939
20-Apr-19,0.879487179
