Date,Skillscore
20-Oct-18,0.237527912
27-Oct-18,0.264177191
3-Nov-18,0.231937939
10-Nov-18,0.232029505
17-Nov-18,0.251952805
24-Nov-18,0.229179251
1-Dec-18,0.166115195
8-Dec-18,0.168651919
15-Dec-18,0.188427515
22-Dec-18,0.170363514
29-Dec-18,0.21166653
5-Jan-19,0.233441128
12-Jan-19,0.167562384
19-Jan-19,0.311917059
26-Jan-19,0.422058874
2-Feb-19,0.576010982
9-Feb-19,0.868768155
16-Feb-19,0.956226243
23-Feb-19,0.29401665
2-Mar-19,0.78814612
9-Mar-19,0.948792245
16-Mar-19,0.951481198
23-Mar-19,0.955644122
30-Mar-19,0.946975476
6-Apr-19,0.923682023
13-Apr-19,0.853451533
20-Apr-19,0.999779739
