Date,Skillscore
20-Oct-18,0.148384947
27-Oct-18,0.114201753
3-Nov-18,0.142993987
10-Nov-18,0.203553131
17-Nov-18,0.219784661
24-Nov-18,0.21747613
1-Dec-18,0.23929206
8-Dec-18,0.270033802
15-Dec-18,0.285197185
22-Dec-18,0.269595273
29-Dec-18,0.239177849
5-Jan-19,0.231007437
12-Jan-19,0.215069076
19-Jan-19,0.254689804
26-Jan-19,0.346281636
2-Feb-19,0.567305168
9-Feb-19,0.910451377
16-Feb-19,0.842952919
23-Feb-19,0.83202913
2-Mar-19,0.972072408
9-Mar-19,0.973848281
16-Mar-19,0.971937994
23-Mar-19,0.976774814
30-Mar-19,0.979621327
6-Apr-19,0.979712329
13-Apr-19,0.979736859
20-Apr-19,0.979487568
