Date,Skillscore
20-Oct-18,0.176117894
27-Oct-18,0.232768898
3-Nov-18,0.234685156
10-Nov-18,0.237790656
17-Nov-18,0.237951866
24-Nov-18,0.314959605
1-Dec-18,0.161206763
8-Dec-18,0.331961454
15-Dec-18,0.340943885
22-Dec-18,0.334682958
29-Dec-18,0.115015385
5-Jan-19,0.235630729
12-Jan-19,0.033566968
19-Jan-19,0.046583229
26-Jan-19,0.395617949
2-Feb-19,0.395617949
9-Feb-19,0.797960589
16-Feb-19,0.992223631
23-Feb-19,0.989487264
2-Mar-19,0.993174678
9-Mar-19,0.993798614
16-Mar-19,0.993818178
23-Mar-19,0.993818182
30-Mar-19,0.993818182
6-Apr-19,0.993818182
13-Apr-19,0.969090909
20-Apr-19,4.54E-05
